PC1,PC2,PC3,PC4,terms,mode,key,year,artist.name
0.643443503935512,0.330015813023275,0.551906361313487,0.349230237034044,Bal-musette,1,7.0,0,Dennis Brown
-0.0488812732421157,0.400905758750769,0.673365356613638,-0.00574691295182401,Bal-musette,1,0.0,0,Ray Conniff
-1.51814077909823,-0.189798523977469,0.0600203629947203,-0.478021173984189,Bal-musette,0,11.0,0,DJ X-Change
0.952905566327189,0.0542880142624783,0.230690618067907,0.432452133887083,Bal-musette,1,2.0,1999,Gal Costa
0.785401350994759,0.63304747783791,0.897914589428035,0.112845505568783,Bal-musette,1,0.0,1991,Maxi Priest
-1.1681198414388,0.134489380686124,0.416656434931131,-0.319678500766664,Bal-musette,0,4.0,0,Carroll Thompson
-1.21773177189818,4.84532865996429,-3.62807206388133,0.495002990670441,Bal-musette,0,11.0,0,Leon Lai
-2.03585197950536,-0.0453992772679686,0.247507012403314,-1.02203116828169,Bal-musette,0,7.0,0,Mons Leidvin Takle
-2.47076918457997,0.593058587354129,1.00066700965408,0.106009500498059,Bal-musette,1,4.0,2007,Taya wooden
-0.750113905501902,1.48507212908433,1.94644256862857,-0.0665665457203398,Bal-musette,1,2.0,0,Mick Moloney
0.473166248818437,-0.251047075872519,-0.1000545132036,0.00862052266619411,Bal-musette,1,7.0,1995,Ini Kamoze
0.256322740611731,-0.372577846889921,-0.226090203532555,0.0543480416926836,Bal-musette,1,2.0,2002,Zombina & The Skeletones
-0.275321779767095,6.79030482575723,-5.684289352735,0.0455424144575775,Bal-musette,1,1.0,0,The Robert Cray Band
-1.42056339982089,-1.55283523205465,-1.50430980114191,-0.328607378466562,Bal-musette,0,0.0,2005,Buddy Johnson
1.45075659743066,-0.377350032866683,-0.288583167421833,0.358218729561355,Bal-musette,0,9.0,1996,Mobb Deep
1.40926667654064,0.577664091515129,0.807738258624506,0.478948826790685,Bal-musette,0,7.0,1990,Vangelis
0.647954693132611,0.114062208165764,0.313599534457474,0.547982393943107,Bal-musette,0,0.0,0,Toby Love Feat. Girlz Talk
0.282732150956843,-0.341909639863719,-0.19287326362806,0.239886389849889,Bal-musette,1,11.0,2000,Leona Naess
-0.76639103217228,-0.57382245755002,-0.412914604996932,0.224057658888918,Bal-musette,0,1.0,0,YZ
